invoice,customer,customer_email,plan,period_start,period_end,amount,status,created,memo
INV-21607,cus_zppgwe2k,markyoung96@gmail.com,Monthly - 2 bags,2026-04-17,2026-05-16,0.00,paid,2026-04-17,first bag free
INV-21609,cus_p96eqebk,watson.patricia@protonmail.com,Monthly - 2 bags,2026-04-17,2026-05-16,34.00,paid,2026-04-17,
INV-21612,cus_uj9c336v,leila.jackson@aol.com,Monthly - 1 bag,2026-04-17,2026-05-16,19.00,paid,2026-04-17,
INV-21615,cus_p3fhh5kr,edwards.amy@protonmail.com,Monthly - 1 bag,2026-04-17,2026-05-16,19.00,paid,2026-04-17,
INV-21617,cus_rtbjtd2v,gary.perez@aol.com,Monthly - 1 bag,2026-04-18,2026-05-17,19.00,paid,2026-04-18,
INV-21619,cus_883uwq3n,robert_johnson@gmail.com,Monthly - 1 bag,2026-04-18,2026-05-17,19.00,paid,2026-04-18,
INV-21622,cus_hs2pa9tj,jeffreymyers16@hotmail.com,Monthly - 1 bag,2026-04-18,2026-05-17,19.00,paid,2026-04-18,
INV-21624,cus_nuj4v89x,angela_okafor@icloud.com,Quarterly prepaid - 1 bag/mo,2026-04-19,2026-07-18,54.00,paid,2026-04-19,
INV-21626,cus_faejyhve,jcook@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-04-19,2026-07-18,54.00,paid,2026-04-19,
INV-21627,cus_qupujvbg,thomasbailey25@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-04-20,2026-07-19,54.00,paid,2026-04-20,
INV-21628,cus_evu3dmbq,dana_morales@outlook.com,Quarterly prepaid - 1 bag/mo,2026-04-20,2026-07-19,54.00,paid,2026-04-20,
INV-21631,cus_avpddymw,hughes.nicholas@me.com,Monthly - 1 bag,2026-04-20,2026-05-19,19.00,paid,2026-04-20,
INV-21634,cus_5p7kae4d,bennett.michael@protonmail.com,Monthly - 1 bag,2026-04-20,2026-05-19,19.00,paid,2026-04-20,
INV-21635,cus_vxk4uyjq,ingridanderson2@yahoo.com,Monthly - 2 bags,2026-04-21,2026-05-20,34.00,paid,2026-04-21,
INV-21636,cus_y2rvnner,lee.cynthia@me.com,Monthly - 1 bag,2026-04-21,2026-05-20,19.00,failed,2026-04-21,
INV-21638,cus_s98bu986,paul.rivera@protonmail.com,Monthly - 1 bag,2026-04-21,2026-05-20,19.00,paid,2026-04-21,
INV-21641,cus_s2c55jqg,mensah.matthew@protonmail.com,Monthly - 1 bag,2026-04-21,2026-05-20,19.00,paid,2026-04-21,
INV-21644,cus_56bgzcmd,amara.haddad@outlook.com,Monthly - 2 bags,2026-04-21,2026-05-20,34.00,paid,2026-04-21,
INV-21646,cus_ypzxnpt6,murphy.michael@gmail.com,Monthly - 1 bag,2026-04-22,2026-05-21,19.00,paid,2026-04-22,
INV-21648,cus_j35gm8we,jmitchell@gmail.com,Monthly - 1 bag,2026-04-22,2026-05-21,19.00,paid,2026-04-22,
INV-21650,cus_fy6wx4nc,sofia_wilson@me.com,Monthly - 1 bag,2026-04-22,2026-05-21,19.00,paid,2026-04-22,
INV-21653,cus_vy7kqma3,bettycook3@icloud.com,Monthly - 1 bag,2026-04-22,2026-05-21,19.00,paid,2026-04-22,
INV-21656,cus_y2rvnner,lee.cynthia@me.com,Monthly - 1 bag,2026-04-21,2026-05-20,19.00,paid,2026-04-22,
INV-21658,cus_cgwfgywk,ronald_wood@me.com,Monthly - 1 bag,2026-04-23,2026-05-22,19.00,paid,2026-04-23,
INV-21659,cus_m8nvqzpd,christopher.alvarez@protonmail.com,Monthly - 2 bags,2026-04-24,2026-05-23,34.00,paid,2026-04-24,
INV-21661,cus_e3bwjjna,tomasz.anderson@yahoo.com,Monthly - 2 bags,2026-04-24,2026-05-23,34.00,paid,2026-04-24,
INV-21663,cus_8c9g9mg8,ashleystewart38@me.com,Monthly - 1 bag,2026-04-24,2026-05-23,0.00,paid,2026-04-24,first bag free
INV-21666,cus_nw2hpupf,weiwright62@aol.com,Monthly - 2 bags,2026-04-24,2026-05-23,34.00,paid,2026-04-24,
INV-21668,cus_eg9eh2ad,brodriguez@me.com,Monthly - 2 bags,2026-04-25,2026-05-24,34.00,paid,2026-04-25,
INV-21670,cus_2rj8qrmt,dmiller@protonmail.com,Monthly - 1 bag,2026-04-25,2026-05-24,19.00,paid,2026-04-25,
INV-21672,cus_pdkzq3hh,jones.amy@protonmail.com,Monthly - 2 bags,2026-04-26,2026-05-25,34.00,paid,2026-04-26,
INV-21674,cus_jb8aqw9k,david_kim@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-04-26,2026-07-25,54.00,paid,2026-04-26,
INV-21677,cus_9a8pmvmy,matthewwilson53@hotmail.com,Quarterly prepaid - 1 bag/mo,2026-04-26,2026-07-25,54.00,paid,2026-04-26,
INV-21678,cus_sf5jy5tk,laura_cox@hotmail.com,Monthly - 1 bag,2026-04-27,2026-05-26,19.00,paid,2026-04-27,
INV-21680,cus_spk8n33f,amaraedwards77@outlook.com,Quarterly prepaid - 1 bag/mo,2026-04-27,2026-07-26,54.00,paid,2026-04-27,
INV-21682,cus_5eeapqd4,gary.wright@outlook.com,Monthly - 1 bag,2026-04-27,2026-05-26,19.00,paid,2026-04-27,
INV-21684,cus_2m8mg9bb,alewis@me.com,Monthly - 1 bag,2026-04-27,2026-05-26,19.00,paid,2026-04-27,
INV-21685,cus_gagx7eww,rahul.anderson@me.com,Quarterly prepaid - 1 bag/mo,2026-04-28,2026-07-27,54.00,paid,2026-04-28,
INV-21687,cus_rrtukftw,marcusdiaz65@icloud.com,Monthly - 1 bag,2026-04-28,2026-05-27,19.00,paid,2026-04-28,
INV-21690,cus_643cjds3,sarah_reed@protonmail.com,Monthly - 2 bags,2026-04-28,2026-05-27,34.00,paid,2026-04-28,
INV-21693,cus_r5zfreej,john_moore@yahoo.com,Monthly - 1 bag,2026-04-28,2026-05-27,19.00,paid,2026-04-28,
INV-21696,cus_y75gs546,hiroshijackson99@aol.com,Quarterly prepaid - 1 bag/mo,2026-04-28,2026-07-27,54.00,paid,2026-04-28,
INV-21699,cus_48aape7y,mateo.martin@protonmail.com,Monthly - 1 bag,2026-04-28,2026-05-27,19.00,paid,2026-04-28,
INV-21702,cus_fyy8uth6,johnbrooks53@protonmail.com,Monthly - 1 bag,2026-04-28,2026-05-27,19.00,paid,2026-04-28,
INV-21703,cus_vgsd9ypk,rahul_parker@gmail.com,Monthly - 1 bag,2026-05-02,2026-06-01,19.00,paid,2026-05-02,
INV-21705,cus_j34zk7g4,jacob_flores@gmail.com,Monthly - 2 bags,2026-05-02,2026-06-01,34.00,paid,2026-05-02,
INV-21708,cus_xaq2xex3,aishanguyen51@outlook.com,Monthly - 2 bags,2026-05-02,2026-06-01,0.00,paid,2026-05-02,first bag free
INV-21711,cus_ns2asbkz,gomez.eric@protonmail.com,Monthly - 2 bags,2026-05-02,2026-06-01,34.00,paid,2026-05-02,
INV-21714,cus_8s9gdqwu,thomas.richardson@hotmail.com,Monthly - 1 bag,2026-05-02,2026-06-01,19.00,paid,2026-05-02,
INV-21715,cus_9gxn29nt,patel.jennifer@aol.com,Monthly - 1 bag,2026-05-03,2026-06-02,19.00,paid,2026-05-03,
INV-21717,cus_fghfk74d,barbaraokafor8@outlook.com,Monthly - 1 bag,2026-05-03,2026-06-02,19.00,paid,2026-05-03,
INV-21719,cus_ujhnm2ed,patricia_jackson@aol.com,Monthly - 1 bag,2026-05-03,2026-06-02,0.00,paid,2026-05-03,first bag free
INV-21721,cus_3bwmc4tx,carlos_johnson@yahoo.com,Monthly - 1 bag,2026-05-03,2026-06-02,19.00,paid,2026-05-03,
INV-21724,cus_mt6c8x43,chloe.perez@hotmail.com,Monthly - 1 bag,2026-05-03,2026-06-02,19.00,failed,2026-05-03,
INV-21727,cus_vd9fzxur,pbrooks@me.com,Monthly - 1 bag,2026-05-03,2026-06-02,19.00,void,2026-05-03,trial not converted
INV-21730,cus_crxxgwmf,leila.ramirez@icloud.com,Monthly - 1 bag,2026-05-03,2026-06-02,19.00,paid,2026-05-03,
INV-21731,cus_eazrqyyv,joshua_stewart@aol.com,Monthly - 1 bag,2026-05-04,2026-06-03,19.00,paid,2026-05-04,
INV-21732,cus_xmbaa48k,clark.richard@aol.com,Monthly - 1 bag,2026-05-04,2026-06-03,19.00,paid,2026-05-04,
INV-21733,cus_pkq8bhmq,anderson.dmitri@me.com,Monthly - 2 bags,2026-05-04,2026-06-03,34.00,paid,2026-05-04,
INV-21735,cus_bmfm46v7,dflores@aol.com,Monthly - 1 bag,2026-05-04,2026-06-03,19.00,paid,2026-05-04,
INV-21737,cus_v2e33ups,pmorris@gmail.com,Monthly - 1 bag,2026-05-04,2026-06-03,19.00,paid,2026-05-04,
INV-21740,cus_5umzkvay,michelleflores62@icloud.com,Monthly - 1 bag,2026-05-04,2026-06-03,19.00,paid,2026-05-04,
INV-21743,cus_mt6c8x43,chloe.perez@hotmail.com,Monthly - 1 bag,2026-05-03,2026-06-02,19.00,paid,2026-05-04,
INV-21746,cus_47gkkzk6,angelatanaka71@outlook.com,Monthly - 2 bags,2026-05-04,2026-06-03,34.00,paid,2026-05-04,
INV-21747,cus_zkrzmssd,paulchavez4@protonmail.com,Monthly - 1 bag,2026-05-05,2026-06-04,19.00,paid,2026-05-05,
INV-21749,cus_4gyxc6pd,marcus_miller@hotmail.com,Monthly - 2 bags,2026-05-05,2026-06-04,34.00,paid,2026-05-05,
INV-21752,cus_d5y845dr,steven_johnson@icloud.com,Monthly - 2 bags,2026-05-05,2026-06-04,34.00,paid,2026-05-05,
INV-21755,cus_nhyh3r9k,priya_robinson@yahoo.com,Monthly - 1 bag,2026-05-05,2026-06-04,19.00,paid,2026-05-05,
INV-21757,cus_nghny7v3,deborahgutierrez9@gmail.com,Monthly - 1 bag,2026-05-06,2026-06-05,19.00,paid,2026-05-06,
INV-21760,cus_shmfw3f2,melissa_kim@outlook.com,Monthly - 1 bag,2026-05-06,2026-06-05,19.00,paid,2026-05-06,
INV-21763,cus_rj44nx26,deborahwright62@protonmail.com,Monthly - 1 bag,2026-05-06,2026-06-05,19.00,paid,2026-05-06,
INV-21766,cus_xak34nss,elizabeth.williams@aol.com,Monthly - 1 bag,2026-05-07,2026-06-06,19.00,paid,2026-05-07,
INV-21767,cus_r6brs2v8,moore.nicholas@aol.com,Monthly - 1 bag,2026-05-08,2026-06-07,19.00,paid,2026-05-08,
INV-21768,cus_8kyyeecz,miller.margaret@protonmail.com,Monthly - 1 bag,2026-05-08,2026-06-07,19.00,paid,2026-05-08,
INV-21769,cus_yadgjf2m,mmorgan@gmail.com,Monthly - 2 bags,2026-05-08,2026-06-07,34.00,paid,2026-05-08,
INV-21771,cus_u8pk7hxk,cturner@gmail.com,Monthly - 2 bags,2026-05-08,2026-06-07,34.00,paid,2026-05-08,
INV-21774,cus_6k9sq9ak,kimberlyallen21@gmail.com,Monthly - 1 bag,2026-05-08,2026-06-07,19.00,paid,2026-05-08,
INV-21775,cus_x738bwqq,stevenbennett49@hotmail.com,Monthly - 2 bags,2026-05-09,2026-06-08,34.00,paid,2026-05-09,
INV-21776,cus_d9wxzme8,rebeccaosei2@icloud.com,Monthly - 2 bags,2026-05-09,2026-06-08,34.00,failed,2026-05-09,
INV-21777,cus_pm6tq5nm,wilson.amara@aol.com,Monthly - 1 bag,2026-05-09,2026-06-08,19.00,paid,2026-05-09,
INV-21779,cus_u4658jb5,barbara.mensah@yahoo.com,Quarterly prepaid - 1 bag/mo,2026-05-09,2026-08-08,54.00,paid,2026-05-09,
INV-21782,cus_6gx5ft6q,osei.elizabeth@aol.com,Quarterly prepaid - 1 bag/mo,2026-05-09,2026-08-08,54.00,paid,2026-05-09,
INV-21785,cus_3bmq9ann,richardson.carol@protonmail.com,Monthly - 1 bag,2026-05-09,2026-06-08,19.00,paid,2026-05-09,
INV-21788,cus_y8u592zg,sofiamensah23@protonmail.com,Monthly - 1 bag,2026-05-09,2026-06-08,19.00,failed,2026-05-09,
INV-21789,cus_6pupkhnu,collins.marcus@icloud.com,Monthly - 1 bag,2026-05-10,2026-06-09,19.00,paid,2026-05-10,
INV-21790,cus_q8emfrpv,aramos@yahoo.com,Monthly - 2 bags,2026-05-10,2026-06-09,34.00,paid,2026-05-10,
INV-21792,cus_d9wxzme8,rebeccaosei2@icloud.com,Monthly - 2 bags,2026-05-09,2026-06-08,34.00,paid,2026-05-10,
INV-21795,cus_qwxvkrke,anna_gutierrez@outlook.com,Monthly - 1 bag,2026-05-10,2026-06-09,19.00,paid,2026-05-10,
INV-21798,cus_2efrxxee,priya.castillo@hotmail.com,Monthly - 1 bag,2026-05-10,2026-06-09,19.00,paid,2026-05-10,
INV-21801,cus_y8u592zg,sofiamensah23@protonmail.com,Monthly - 1 bag,2026-05-09,2026-06-08,19.00,paid,2026-05-10,
INV-21804,cus_zquby2ye,chill@me.com,Monthly - 2 bags,2026-05-10,2026-06-09,34.00,paid,2026-05-10,
INV-21805,cus_78mhefjz,sandra_rogers@gmail.com,Monthly - 2 bags,2026-05-11,2026-06-10,34.00,paid,2026-05-11,
INV-21808,cus_5xtkseqm,sarahallen67@icloud.com,Monthly - 1 bag,2026-05-11,2026-06-10,19.00,paid,2026-05-11,
INV-21809,cus_368y6wp6,dorothy_collins@yahoo.com,Monthly - 1 bag,2026-05-12,2026-06-11,19.00,paid,2026-05-12,
INV-21810,cus_a2tjcj4m,marcusedwards11@gmail.com,Quarterly prepaid - 1 bag/mo,2026-05-12,2026-08-11,54.00,paid,2026-05-12,
INV-21811,cus_ug9tqs5n,georgereed54@gmail.com,Monthly - 1 bag,2026-05-12,2026-06-11,0.00,paid,2026-05-12,first bag free
INV-21812,cus_b8xceusv,amorales@aol.com,Monthly - 2 bags,2026-05-13,2026-06-12,34.00,paid,2026-05-13,
INV-21813,cus_6tqf7ghd,dwatson@yahoo.com,Monthly - 2 bags,2026-05-13,2026-06-12,34.00,paid,2026-05-13,
INV-21815,cus_5nvmqtww,kevin.gomez@icloud.com,Monthly - 1 bag,2026-05-13,2026-06-12,19.00,void,2026-05-13,trial not converted
INV-21817,cus_atdem82m,cook.eric@yahoo.com,Monthly - 1 bag,2026-05-13,2026-06-12,19.00,paid,2026-05-13,
INV-21820,cus_8rw5tq82,angelasanchez92@outlook.com,Monthly - 1 bag,2026-05-13,2026-06-12,19.00,paid,2026-05-13,
INV-21821,cus_abjbts72,chaddad@aol.com,Monthly - 2 bags,2026-05-14,2026-06-13,34.00,paid,2026-05-14,
INV-21822,cus_2cbttsvs,ashleyhernandez90@outlook.com,Monthly - 2 bags,2026-05-14,2026-06-13,34.00,paid,2026-05-14,
INV-21823,cus_n97ffwdn,sharon_kelly@yahoo.com,Monthly - 1 bag,2026-05-15,2026-06-14,19.00,void,2026-05-15,trial not converted
INV-21824,cus_drz8vtzx,stephanienelson62@outlook.com,Monthly - 1 bag,2026-05-15,2026-06-14,19.00,paid,2026-05-15,
INV-21825,cus_w76u4q66,cooper.angela@me.com,Monthly - 1 bag,2026-05-15,2026-06-14,19.00,paid,2026-05-15,
INV-21828,cus_3sgr6kbj,kimberly.martinez@me.com,Monthly - 2 bags,2026-05-15,2026-06-14,34.00,paid,2026-05-15,
INV-21831,cus_3kzadwt9,jhall@icloud.com,Monthly - 2 bags,2026-05-15,2026-06-14,34.00,paid,2026-05-15,
INV-21832,cus_bb4wa73g,richard.white@me.com,Monthly - 2 bags,2026-05-16,2026-06-15,34.00,paid,2026-05-16,
INV-21833,cus_pqsnz3bu,sarah.chavez@aol.com,Monthly - 1 bag,2026-05-16,2026-06-15,19.00,paid,2026-05-16,
INV-21834,cus_k2zkxvpm,danaedwards97@outlook.com,Monthly - 1 bag,2026-05-16,2026-06-15,19.00,paid,2026-05-16,
INV-21836,cus_5fhkzens,dorothyross69@yahoo.com,Monthly - 1 bag,2026-05-16,2026-06-15,19.00,paid,2026-05-16,
INV-21838,cus_j86m39sr,jeffrey.lewis@hotmail.com,Monthly - 1 bag,2026-05-16,2026-06-15,19.00,paid,2026-05-16,
INV-21841,cus_5jpvpfwc,sarah_king@gmail.com,Monthly - 1 bag,2026-05-16,2026-06-15,19.00,paid,2026-05-16,
INV-21844,cus_7mm8n3ub,marygonzalez82@yahoo.com,Monthly - 1 bag,2026-05-16,2026-06-15,19.00,paid,2026-05-16,
INV-21845,cus_uj9c336v,leila.jackson@aol.com,Monthly - 1 bag,2026-05-17,2026-06-16,19.00,paid,2026-05-17,
INV-21846,cus_tatb6meh,sofia_clark@gmail.com,Quarterly prepaid - 1 bag/mo,2026-05-17,2026-08-16,54.00,paid,2026-05-17,
INV-21847,cus_csuwtdeu,amara_parker@protonmail.com,Monthly - 1 bag,2026-05-17,2026-06-16,19.00,paid,2026-05-17,
INV-21848,cus_78gdzxvc,wilson.dorothy@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-05-17,2026-08-16,54.00,paid,2026-05-17,
INV-21849,cus_p96eqebk,watson.patricia@protonmail.com,Monthly - 2 bags,2026-05-17,2026-06-16,34.00,paid,2026-05-17,
INV-21851,cus_p3fhh5kr,edwards.amy@protonmail.com,Monthly - 1 bag,2026-05-17,2026-06-16,19.00,paid,2026-05-17,
INV-21853,cus_zppgwe2k,markyoung96@gmail.com,Monthly - 2 bags,2026-05-17,2026-06-16,34.00,paid,2026-05-17,
INV-21855,cus_tmadrzrn,okafor.dorothy@protonmail.com,Monthly - 1 bag,2026-05-17,2026-06-16,19.00,paid,2026-05-17,
INV-21856,cus_rtbjtd2v,gary.perez@aol.com,Monthly - 1 bag,2026-05-18,2026-06-17,19.00,paid,2026-05-18,
INV-21857,cus_qeyzthqs,reed.barbara@aol.com,Monthly - 1 bag,2026-05-18,2026-06-17,0.00,paid,2026-05-18,first bag free
INV-21859,cus_hs2pa9tj,jeffreymyers16@hotmail.com,Monthly - 1 bag,2026-05-18,2026-06-17,19.00,paid,2026-05-18,
INV-21862,cus_883uwq3n,robert_johnson@gmail.com,Monthly - 1 bag,2026-05-18,2026-06-17,19.00,paid,2026-05-18,
INV-21865,cus_gm8mt4p9,nicholas_bailey@yahoo.com,Monthly - 1 bag,2026-05-19,2026-06-18,19.00,paid,2026-05-19,
INV-21868,cus_te4c7tzf,mitchell.jason@icloud.com,Monthly - 1 bag,2026-05-19,2026-06-18,0.00,paid,2026-05-19,first bag free
INV-21871,cus_ttxquqf4,donald.alvarez@icloud.com,Monthly - 1 bag,2026-05-19,2026-06-18,0.00,paid,2026-05-19,first bag free
INV-21873,cus_5p7kae4d,bennett.michael@protonmail.com,Monthly - 1 bag,2026-05-20,2026-06-19,19.00,paid,2026-05-20,
INV-21875,cus_avpddymw,hughes.nicholas@me.com,Monthly - 1 bag,2026-05-20,2026-06-19,19.00,paid,2026-05-20,
INV-21876,cus_y2rvnner,lee.cynthia@me.com,Monthly - 1 bag,2026-05-21,2026-06-20,19.00,paid,2026-05-21,
INV-21878,cus_56bgzcmd,amara.haddad@outlook.com,Monthly - 2 bags,2026-05-21,2026-06-20,34.00,paid,2026-05-21,
INV-21880,cus_s2c55jqg,mensah.matthew@protonmail.com,Monthly - 1 bag,2026-05-21,2026-06-20,19.00,paid,2026-05-21,
INV-21883,cus_vxk4uyjq,ingridanderson2@yahoo.com,Monthly - 2 bags,2026-05-21,2026-06-20,34.00,paid,2026-05-21,
INV-21886,cus_s98bu986,paul.rivera@protonmail.com,Monthly - 1 bag,2026-05-21,2026-06-20,19.00,paid,2026-05-21,
INV-21887,cus_vy7kqma3,bettycook3@icloud.com,Monthly - 1 bag,2026-05-22,2026-06-21,19.00,paid,2026-05-22,
INV-21888,cus_ypzxnpt6,murphy.michael@gmail.com,Monthly - 1 bag,2026-05-22,2026-06-21,19.00,void,2026-05-22,subscription cancelled
INV-21890,cus_fy6wx4nc,sofia_wilson@me.com,Monthly - 1 bag,2026-05-22,2026-06-21,19.00,paid,2026-05-22,
INV-21892,cus_j35gm8we,jmitchell@gmail.com,Monthly - 1 bag,2026-05-22,2026-06-21,19.00,paid,2026-05-22,
INV-21894,cus_cgwfgywk,ronald_wood@me.com,Monthly - 1 bag,2026-05-23,2026-06-22,19.00,paid,2026-05-23,
INV-21895,cus_m8nvqzpd,christopher.alvarez@protonmail.com,Monthly - 2 bags,2026-05-24,2026-06-23,34.00,paid,2026-05-24,
INV-21897,cus_nw2hpupf,weiwright62@aol.com,Monthly - 2 bags,2026-05-24,2026-06-23,34.00,void,2026-05-24,subscription cancelled
INV-21900,cus_hj8s73wu,karenbrown3@gmail.com,Quarterly prepaid - 1 bag/mo,2026-05-24,2026-08-23,54.00,paid,2026-05-24,
INV-21903,cus_8c9g9mg8,ashleystewart38@me.com,Monthly - 1 bag,2026-05-24,2026-06-23,19.00,void,2026-05-24,trial not converted
INV-21906,cus_e3bwjjna,tomasz.anderson@yahoo.com,Monthly - 2 bags,2026-05-24,2026-06-23,34.00,paid,2026-05-24,
INV-21907,cus_eg9eh2ad,brodriguez@me.com,Monthly - 2 bags,2026-05-25,2026-06-24,34.00,paid,2026-05-25,
INV-21909,cus_2rj8qrmt,dmiller@protonmail.com,Monthly - 1 bag,2026-05-25,2026-06-24,19.00,paid,2026-05-25,
INV-21911,cus_82xzhdym,stephanie.mitchell@aol.com,Quarterly prepaid - 1 bag/mo,2026-05-25,2026-08-24,54.00,paid,2026-05-25,
INV-21913,cus_u8u9ffpv,lindqvist.elizabeth@icloud.com,Monthly - 1 bag,2026-05-25,2026-06-24,19.00,paid,2026-05-25,
INV-21916,cus_pdkzq3hh,jones.amy@protonmail.com,Monthly - 2 bags,2026-05-26,2026-06-25,34.00,paid,2026-05-26,
INV-21918,cus_5eeapqd4,gary.wright@outlook.com,Monthly - 1 bag,2026-05-27,2026-06-26,19.00,paid,2026-05-27,
INV-21920,cus_gffuf99e,emily_clark@outlook.com,Monthly - 1 bag,2026-05-27,2026-06-26,19.00,failed,2026-05-27,
INV-21923,cus_sf5jy5tk,laura_cox@hotmail.com,Monthly - 1 bag,2026-05-27,2026-06-26,19.00,paid,2026-05-27,
INV-21926,cus_2m8mg9bb,alewis@me.com,Monthly - 1 bag,2026-05-27,2026-06-26,19.00,paid,2026-05-27,
INV-21927,cus_464g5ucu,angelahill41@hotmail.com,Quarterly prepaid - 1 bag/mo,2026-05-28,2026-08-27,54.00,paid,2026-05-28,
INV-21928,cus_rrtukftw,marcusdiaz65@icloud.com,Monthly - 1 bag,2026-05-28,2026-06-27,19.00,paid,2026-05-28,
INV-21929,cus_fyy8uth6,johnbrooks53@protonmail.com,Monthly - 1 bag,2026-05-28,2026-06-27,19.00,paid,2026-05-28,
INV-21931,cus_48aape7y,mateo.martin@protonmail.com,Monthly - 1 bag,2026-05-28,2026-06-27,19.00,paid,2026-05-28,
INV-21933,cus_r5zfreej,john_moore@yahoo.com,Monthly - 1 bag,2026-05-28,2026-06-27,19.00,paid,2026-05-28,
INV-21936,cus_643cjds3,sarah_reed@protonmail.com,Monthly - 2 bags,2026-05-28,2026-06-27,34.00,paid,2026-05-28,
INV-21939,cus_gffuf99e,emily_clark@outlook.com,Monthly - 1 bag,2026-05-27,2026-06-26,19.00,paid,2026-05-28,
INV-21941,cus_8s9gdqwu,thomas.richardson@hotmail.com,Monthly - 1 bag,2026-06-02,2026-07-01,19.00,paid,2026-06-02,
INV-21943,cus_ns2asbkz,gomez.eric@protonmail.com,Monthly - 2 bags,2026-06-02,2026-07-01,34.00,paid,2026-06-02,
INV-21945,cus_gttpd87z,ashley_ross@outlook.com,Quarterly prepaid - 1 bag/mo,2026-06-02,2026-09-01,54.00,paid,2026-06-02,
INV-21948,cus_j34zk7g4,jacob_flores@gmail.com,Monthly - 2 bags,2026-06-02,2026-07-01,34.00,void,2026-06-02,subscription cancelled
INV-21951,cus_vgsd9ypk,rahul_parker@gmail.com,Monthly - 1 bag,2026-06-02,2026-07-01,19.00,paid,2026-06-02,
INV-21954,cus_xaq2xex3,aishanguyen51@outlook.com,Monthly - 2 bags,2026-06-02,2026-07-01,34.00,paid,2026-06-02,
INV-21955,cus_uswzymar,mthompson@icloud.com,Monthly - 1 bag,2026-06-03,2026-07-02,0.00,paid,2026-06-03,first bag free
INV-21956,cus_9gxn29nt,patel.jennifer@aol.com,Monthly - 1 bag,2026-06-03,2026-07-02,19.00,paid,2026-06-03,
INV-21957,cus_crxxgwmf,leila.ramirez@icloud.com,Monthly - 1 bag,2026-06-03,2026-07-02,19.00,paid,2026-06-03,
INV-21959,cus_3rzqkdk4,sofia_allen@outlook.com,Quarterly prepaid - 1 bag/mo,2026-06-03,2026-09-02,54.00,paid,2026-06-03,
INV-21961,cus_mt6c8x43,chloe.perez@hotmail.com,Monthly - 1 bag,2026-06-03,2026-07-02,19.00,paid,2026-06-03,
INV-21964,cus_fghfk74d,barbaraokafor8@outlook.com,Monthly - 1 bag,2026-06-03,2026-07-02,19.00,paid,2026-06-03,
INV-21967,cus_3bwmc4tx,carlos_johnson@yahoo.com,Monthly - 1 bag,2026-06-03,2026-07-02,19.00,paid,2026-06-03,
INV-21970,cus_ujhnm2ed,patricia_jackson@aol.com,Monthly - 1 bag,2026-06-03,2026-07-02,19.00,void,2026-06-03,trial not converted
INV-21971,cus_pkq8bhmq,anderson.dmitri@me.com,Monthly - 2 bags,2026-06-04,2026-07-03,34.00,void,2026-06-04,subscription cancelled
INV-21972,cus_47gkkzk6,angelatanaka71@outlook.com,Monthly - 2 bags,2026-06-04,2026-07-03,34.00,paid,2026-06-04,
INV-21973,cus_v2e33ups,pmorris@gmail.com,Monthly - 1 bag,2026-06-04,2026-07-03,19.00,paid,2026-06-04,
INV-21975,cus_xmbaa48k,clark.richard@aol.com,Monthly - 1 bag,2026-06-04,2026-07-03,19.00,paid,2026-06-04,
INV-21978,cus_bmfm46v7,dflores@aol.com,Monthly - 1 bag,2026-06-04,2026-07-03,19.00,void,2026-06-04,subscription cancelled
INV-21981,cus_eazrqyyv,joshua_stewart@aol.com,Monthly - 1 bag,2026-06-04,2026-07-03,19.00,paid,2026-06-04,
INV-21984,cus_5umzkvay,michelleflores62@icloud.com,Monthly - 1 bag,2026-06-04,2026-07-03,19.00,paid,2026-06-04,
INV-21985,cus_4gyxc6pd,marcus_miller@hotmail.com,Monthly - 2 bags,2026-06-05,2026-07-04,34.00,paid,2026-06-05,
INV-21986,cus_zkrzmssd,paulchavez4@protonmail.com,Monthly - 1 bag,2026-06-05,2026-07-04,19.00,paid,2026-06-05,
INV-21987,cus_nhyh3r9k,priya_robinson@yahoo.com,Monthly - 1 bag,2026-06-05,2026-07-04,19.00,paid,2026-06-05,
INV-21989,cus_926pk4ps,joshua.mendoza@gmail.com,Monthly - 1 bag,2026-06-05,2026-07-04,0.00,paid,2026-06-05,first bag free
INV-21992,cus_d5y845dr,steven_johnson@icloud.com,Monthly - 2 bags,2026-06-05,2026-07-04,34.00,paid,2026-06-05,
INV-21993,cus_k4d74adv,deborah.clark@hotmail.com,Quarterly prepaid - 1 bag/mo,2026-06-06,2026-09-05,54.00,paid,2026-06-06,
INV-21995,cus_nghny7v3,deborahgutierrez9@gmail.com,Monthly - 1 bag,2026-06-06,2026-07-05,19.00,paid,2026-06-06,
INV-21998,cus_shmfw3f2,melissa_kim@outlook.com,Monthly - 1 bag,2026-06-06,2026-07-05,19.00,paid,2026-06-06,
INV-22001,cus_nvbnd56h,tomasz.gutierrez@protonmail.com,Quarterly prepaid - 1 bag/mo,2026-06-06,2026-09-05,54.00,void,2026-06-06,subscription cancelled
INV-22004,cus_rj44nx26,deborahwright62@protonmail.com,Monthly - 1 bag,2026-06-06,2026-07-05,19.00,paid,2026-06-06,
INV-22007,cus_3285xdug,djackson@aol.com,Monthly - 2 bags,2026-06-07,2026-07-06,0.00,paid,2026-06-07,first bag free
