MileTrack - Trips export
Account: Brightside Home Health | Range: 07/27/2026 - 09/04/2026
Trip date,Start time,Driver,From,To,Purpose,Miles,Round trip
08/28/2026,7:20 AM,Joshua Morris,Home,Pt 7306,Patient visit,8.2,
08/28/2026,8:20 AM,JOSHUA MORRIS,Pt 7306,Pt 2528,Patient visit,2.6,
08/28/2026,9:15 AM,Joshua Morris,Pt 2528,Pt 1633,Patient visit,6.8,
08/28/2026,10:32 AM,Joshua Morris,Pt 1633,Pt 9989,Patient visit,13.0,
08/28/2026,12:03 PM,Joshua Morris,Pt 9989,Pt 5769,Patient visit,7.3,
08/28/2026,12:57 PM,Joshua Morris,Pt 5769,Home,Drive home,16.2,
08/28/2026,8:25 AM,Kimberly Rogers,Home,Pt 2501,Patient visit,10.9,
08/28/2026,9:42 AM,Kimberly Rogers,Pt 2501,CVS Pharmacy - Main St,Supply pickup,7.0,Yes
08/28/2026,11:00 AM,Kimberly Rogers,Pt 2501,Pt 9989,Patient visit,8.8,
08/28/2026,11:56 AM,Kimberly Rogers,Pt 9989,Home,Drive home,8.7,
08/28/2026,7:35 AM,Margaret Cook,Home,Office,Team meeting,13.2,
08/28/2026,8:57 AM,Margaret Cook,Office,Pt 4059,Patient visit,4.9,
08/28/2026,9:45 AM,Margaret Cook,Pt 4059,Pt 2318,Patient visit,10.5,
08/28/2026,11:11 AM,MARGARET COOK,Pt 2318,Pt 9086,Patient visit,12.9,
08/28/2026,12:42 PM,Margaret Cook,Pt 9086,Pt 2494,Patient visit,8.1,
08/28/2026,1:52 PM,Margaret Cook,Pt 2494,Home,Drive home,11.4,
08/28/2026,7:52 AM,Rebecca Garcia,Home,Pt 6180,Patient visit,10.4,
08/28/2026,9:00 AM,Rebecca Garcia,Pt 6180,Pt 6328,Patient visit,7.1,
08/28/2026,9:56 AM,Rebecca Garcia,Pt 6328,Home,Drive home,16.2,
08/28/2026,7:36 AM,Sarah Foster,Home,Pt 1633,Patient visit,18.4,
08/28/2026,9:21 AM,Sarah Foster,Pt 1633,Pt 5712,Patient visit,7.2,
08/28/2026,10:41 AM,Sarah Foster,Pt 5712,Pt 2494,Patient visit,12.1,
08/28/2026,11:47 AM,SARAH FOSTER,Pt 2494,Pt 2020,Patient visit,10.7,
08/28/2026,12:58 PM,Sarah Foster,Pt 2020,Pt 3450,Patient visit,12.8,
08/28/2026,2:20 PM,Sarah Foster,Pt 3450,Home,Drive home,9.7,
08/28/2026,7:51 AM,Sarah Torres,Home,Pt 2494,Patient visit,20.2,
08/28/2026,9:31 AM,Sarah Torres,Pt 2494,Pt 6451,Patient visit,12.0,
08/28/2026,10:46 AM,Sarah Torres,Pt 6451,Pt 9541,Patient visit,15.1,
08/28/2026,12:26 PM,Sarah Torres,Pt 9541,Home,Drive home,4.2,
08/29/2026,9:26 AM,Deborah Okafor,Home,Planet Fitness,Personal,3.6,
08/29/2026,10:31 AM,Deborah Okafor,Planet Fitness,Home,Personal,3.1,
08/29/2026,9:48 AM,KIMBERLY ROGERS,Home,Pt 2501,Patient visit,20.2,Yes
08/30/2026,10:21 AM,Deborah Okafor,Home,Planet Fitness,Personal,5.7,
08/30/2026,11:27 AM,Deborah Okafor,Planet Fitness,Home,Personal,6.0,
08/31/2026,8:00 AM,Deborah Okafor,Home,Pt 9969,Patient visit,7.0,
08/31/2026,9:21 AM,Deborah Okafor,Pt 9969,Pt 6243,Patient visit,11.4,
08/31/2026,10:33 AM,Deborah Okafor,Pt 6243,Home,Drive home,6.7,
08/31/2026,7:53 AM,Gary Phillips,Home,Pt 1230,Patient visit,13.2,
08/31/2026,9:26 AM,Gary Phillips,Pt 1230,Pt 2494,Patient visit,14.6,
08/31/2026,10:40 AM,Gary Phillips,Pt 2494,Pt 9989,Patient visit,9.4,
08/31/2026,12:05 PM,GARY PHILLIPS,Pt 9989,Pt 8290,Patient visit,7.8,
08/31/2026,1:03 PM,Gary Phillips,Pt 8290,Home,Drive home,7.8,
08/31/2026,7:50 AM,Joshua Morris,Home,Pt 7306,Patient visit,12.4,
08/31/2026,8:50 AM,Joshua Morris,Pt 7306,Pt 4909,Patient visit,4.0,
08/31/2026,10:04 AM,Joshua Morris,Pt 4909,Pt 1633,Patient visit,7.6,
08/31/2026,11:12 AM,Joshua Morris,Pt 1633,Pt 2786,Patient visit,5.2,
08/31/2026,12:06 PM,Joshua Morris,Pt 2786,Home,Drive home,13.4,
08/31/2026,8:05 AM,KIMBERLY ROGERS,Home,Pt 9896,Patient visit,12.1,
08/31/2026,9:36 AM,Kimberly Rogers,Pt 9896,Medline supply depot,Supply pickup,7.6,Yes
08/31/2026,11:21 AM,KIMBERLY ROGERS,Pt 9896,Pt 4329,Patient visit,9.0,
08/31/2026,12:28 PM,Kimberly Rogers,Pt 4329,Pt 5756,Patient visit,11.6,
08/31/2026,1:49 PM,Kimberly Rogers,Pt 5756,Home,Drive home,18.6,
08/31/2026,8:03 AM,Margaret Cook,Home,Pt 2318,Patient visit,3.1,
08/31/2026,9:13 AM,Margaret Cook,Pt 2318,Pt 4059,Patient visit,5.8,
08/31/2026,10:03 AM,Margaret Cook,Pt 4059,Pt 4966,Patient visit,5.4,
08/31/2026,11:12 AM,Margaret Cook,Pt 4966,Office,Charting / drop paperwork,11.9,
08/31/2026,12:27 PM,Margaret Cook,Office,Home,Drive home,13.2,
08/31/2026,8:11 AM,Rebecca Garcia,Home,Pt 2031,Patient visit,5.9,
08/31/2026,9:24 AM,Rebecca Garcia,Pt 2031,Pt 9965,Patient visit,10.6,
08/31/2026,10:30 AM,Rebecca Garcia,Pt 9965,Pt 2020,Patient visit,11.0,
08/31/2026,11:27 AM,Rebecca Garcia,Pt 2020,Pt 1540,Patient visit,9.2,
08/31/2026,12:29 PM,Rebecca Garcia,Pt 1540,Home,Drive home,11.2,
08/31/2026,7:23 AM,Sarah Foster,Home,Pt 8815,Patient visit,3.6,
08/31/2026,8:40 AM,Sarah Foster,Pt 8815,Pt 2020,Patient visit,11.0,
08/31/2026,9:38 AM,Sarah Foster,Pt 2020,Pt 1633,Patient visit,2.6,
08/31/2026,10:21 AM,SARAH FOSTER,Pt 1633,Home,Drive home,13.9,
08/31/2026,8:03 AM,Sarah Torres,Home,Pt 9086,Patient visit,18.0,
08/31/2026,9:14 AM,Sarah Torres,Pt 9086,Pt 4996,Patient visit,9.7,
08/31/2026,10:14 AM,SARAH TORRES,Pt 4996,Pt 9541,Patient visit,10.0,
08/31/2026,11:30 AM,Sarah Torres,Pt 9541,Pt 4329,Patient visit,3.7,
08/31/2026,12:18 PM,Sarah Torres,Pt 4329,Home,Drive home,21.3,
09/01/2026,7:38 AM,Deborah Okafor,Home,Pt 9086,Patient visit,18.3,
09/01/2026,9:16 AM,Deborah Okafor,Pt 9086,Pt 4966,Patient visit,2.3,
09/01/2026,10:14 AM,Deborah Okafor,Pt 4966,Pt 9594,Patient visit,11.8,
09/01/2026,11:34 AM,Deborah Okafor,Pt 9594,Pt 2031,Patient visit,3.7,
09/01/2026,12:21 PM,Deborah Okafor,Pt 2031,Walgreens #3310,Supply pickup,9.5,Yes
09/01/2026,1:59 PM,Deborah Okafor,Pt 2031,Office,Charting / drop paperwork,11.4,
09/01/2026,3:24 PM,Deborah Okafor,Office,Home,Drive home,12.4,
09/01/2026,7:20 AM,Gary Phillips,Home,Pt 1230,Patient visit,16.4,
09/01/2026,8:40 AM,Gary Phillips,Pt 1230,Pt 5756,Patient visit,3.1,
09/01/2026,9:32 AM,Gary Phillips,Pt 5756,Medline supply depot,Supply pickup,5.7,Yes
09/01/2026,10:50 AM,Gary Phillips,Pt 5756,Pt 8290,Patient visit,6.7,
09/01/2026,12:01 PM,Gary Phillips,Pt 8290,Pt 4329,Patient visit,8.3,
09/01/2026,1:09 PM,Gary Phillips,Pt 4329,Pt 5260,Patient visit,13.5,
09/01/2026,2:11 PM,Gary Phillips,Pt 5260,Office,Charting / drop paperwork,11.3,
09/01/2026,3:09 PM,Gary Phillips,Office,Home,Drive home,12.2,
09/01/2026,8:26 AM,Joshua Morris,Home,Pt 8253,Patient visit,11.1,
09/01/2026,9:50 AM,Joshua Morris,Pt 8253,Pt 7306,Patient visit,3.7,
09/01/2026,10:56 AM,Joshua Morris,Pt 7306,Pt 6194,Patient visit,11.0,
09/01/2026,12:18 PM,Joshua Morris,Pt 6194,Pt 4909,Patient visit,6.7,
09/01/2026,1:08 PM,JOSHUA MORRIS,Pt 4909,Home,Drive home,8.1,
09/01/2026,8:03 AM,Kimberly Rogers,Home,Pt 9594,Patient visit,15.2,
09/01/2026,9:39 AM,Kimberly Rogers,Pt 9594,Pt 4329,Patient visit,9.2,
09/01/2026,10:46 AM,Kimberly Rogers,Pt 4329,Pt 9896,Patient visit,4.8,
09/01/2026,11:37 AM,Kimberly Rogers,Pt 9896,Quest lab - Elm Dr,Supply pickup,4.8,Yes
09/01/2026,1:04 PM,Kimberly Rogers,Pt 9896,Pt 2314,Patient visit,13.2,
09/01/2026,2:29 PM,Kimberly Rogers,Pt 2314,Office,Charting / drop paperwork,4.4,
09/01/2026,3:41 PM,Kimberly Rogers,Office,Home,Drive home,13.5,
09/01/2026,7:23 AM,Margaret Cook,Home,Pt 6328,Patient visit,10.6,
09/01/2026,8:38 AM,Margaret Cook,Pt 6328,Pt 1540,Patient visit,10.2,
09/01/2026,9:44 AM,Margaret Cook,Pt 1540,Pt 9016,Patient visit,9.4,
09/01/2026,10:47 AM,Margaret Cook,Pt 9016,Quest lab - Elm Dr,Supply pickup,7.8,Yes
09/01/2026,12:07 PM,Margaret Cook,Pt 9016,Pt 2318,Patient visit,5.7,
09/01/2026,1:19 PM,MARGARET COOK,Pt 2318,Pt 2528,Patient visit,14.3,
09/01/2026,2:54 PM,MARGARET COOK,Pt 2528,Home,Drive home,14.3,
09/01/2026,7:42 AM,Rebecca Garcia,Home,Pt 1540,Patient visit,18.6,
09/01/2026,9:27 AM,Rebecca Garcia,Pt 1540,Pt 7410,Patient visit,6.6,
09/01/2026,10:25 AM,Rebecca Garcia,Pt 7410,Pt 6194,Patient visit,3.5,
09/01/2026,11:11 AM,Rebecca Garcia,Pt 6194,Pt 6328,Patient visit,15.8,
09/01/2026,12:27 PM,Rebecca Garcia,Pt 6328,Home,Drive home,10.1,
09/01/2026,8:03 AM,Sarah Foster,Home,Pt 2494,Patient visit,12.7,
09/01/2026,9:05 AM,Sarah Foster,Pt 2494,Pt 7306,Patient visit,4.5,
09/01/2026,9:52 AM,Sarah Foster,Pt 7306,Pt 2471,Patient visit,12.5,
09/01/2026,11:14 AM,Sarah Foster,Pt 2471,Pt 4996,Patient visit,8.8,
09/01/2026,12:13 PM,Sarah Foster,Pt 4996,Office,Charting / drop paperwork,12.6,
09/01/2026,1:13 PM,SARAH FOSTER,Office,Home,Drive home,5.7,
09/01/2026,7:22 AM,SARAH TORRES,Home,Pt 2471,Patient visit,14.8,
09/01/2026,8:57 AM,Sarah Torres,Pt 2471,Pt 9016,Patient visit,4.6,
09/01/2026,9:56 AM,Sarah Torres,Pt 9016,Home,Drive home,16.2,
09/02/2026,7:43 AM,Deborah Okafor,Home,Office,Team meeting,12.4,
09/02/2026,8:48 AM,Deborah Okafor,Office,Pt 4966,Patient visit,11.8,
09/02/2026,10:03 AM,Deborah Okafor,Pt 4966,Pt 6194,Patient visit,10.0,
09/02/2026,11:05 AM,Deborah Okafor,Pt 6194,Home,Drive home,14.2,
09/02/2026,12:43 PM,Deborah Okafor,Home,Kids' school,Personal,2.6,
09/02/2026,1:32 PM,Deborah Okafor,Kids' school,Home,Personal,2.6,
09/02/2026,7:34 AM,Gary Phillips,Home,Pt 2131,Patient visit,15.7,
09/02/2026,8:41 AM,Gary Phillips,Pt 2131,Pt 5756,Patient visit,11.0,
09/02/2026,9:49 AM,Gary Phillips,Pt 5756,Pt 6180,Patient visit,10.8,
09/02/2026,10:45 AM,Gary Phillips,Pt 6180,Home,Drive home,5.2,
09/02/2026,7:47 AM,Joshua Morris,Home,Office,Team meeting,8.4,
09/02/2026,8:45 AM,JOSHUA MORRIS,Office,Pt 7306,Patient visit,10.2,
09/02/2026,9:50 AM,Joshua Morris,Pt 7306,Pt 2528,Patient visit,14.3,
09/02/2026,11:01 AM,Joshua Morris,Pt 2528,Pt 6194,Patient visit,10.7,
09/02/2026,12:25 PM,Joshua Morris,Pt 6194,Pt 3334,Patient visit,5.7,
09/02/2026,1:45 PM,Joshua Morris,Pt 3334,CVS Pharmacy - Main St,Supply pickup,5.8,Yes
09/02/2026,3:19 PM,Joshua Morris,Pt 3334,Home,Drive home,17.9,
09/02/2026,8:00 AM,KIMBERLY ROGERS,Home,Pt 2786,Patient visit,8.9,
09/02/2026,9:17 AM,Kimberly Rogers,Pt 2786,Medline supply depot,Supply pickup,8.5,Yes
09/02/2026,10:50 AM,Kimberly Rogers,Pt 2786,Pt 9594,Patient visit,9.8,
09/02/2026,12:11 PM,Kimberly Rogers,Pt 9594,Pt 4350,Patient visit,15.0,
09/02/2026,1:19 PM,Kimberly Rogers,Pt 4350,Home,Drive home,20.5,
09/02/2026,7:44 AM,Margaret Cook,Home,Pt 2494,Patient visit,17.3,
09/02/2026,8:54 AM,Margaret Cook,Pt 2494,Quest lab - Elm Dr,Supply pickup,8.6,Yes
09/02/2026,10:37 AM,MARGARET COOK,Pt 2494,Pt 9322,Patient visit,11.0,
09/02/2026,11:55 AM,Margaret Cook,Pt 9322,Pt 2528,Patient visit,6.1,
09/02/2026,12:58 PM,Margaret Cook,Pt 2528,Home,Drive home,5.1,
09/02/2026,8:15 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
09/02/2026,9:35 AM,REBECCA GARCIA,Office,Pt 9969,Patient visit,12.4,
09/02/2026,10:34 AM,REBECCA GARCIA,Pt 9969,Pt 9857,Patient visit,8.9,
09/02/2026,11:58 AM,Rebecca Garcia,Pt 9857,Pt 6180,Patient visit,8.4,
09/02/2026,12:58 PM,REBECCA GARCIA,Pt 6180,Pt 7410,Patient visit,15.5,
09/02/2026,2:28 PM,Rebecca Garcia,Pt 7410,Pt 6328,Patient visit,15.2,
09/02/2026,3:56 PM,Rebecca Garcia,Pt 6328,Home,Drive home,10.7,
09/02/2026,7:39 AM,Sarah Foster,Home,Pt 2020,Patient visit,10.1,
09/02/2026,9:09 AM,Sarah Foster,Pt 2020,Pt 8807,Patient visit,4.3,
09/02/2026,10:07 AM,SARAH FOSTER,Pt 8807,Home,Drive home,5.7,
09/02/2026,7:57 AM,Sarah Torres,Home,Pt 4909,Patient visit,15.2,
09/02/2026,9:08 AM,Sarah Torres,Pt 4909,Pt 9541,Patient visit,9.6,
09/02/2026,10:23 AM,Sarah Torres,Pt 9541,Pt 6243,Patient visit,10.2,
09/02/2026,11:23 AM,SARAH TORRES,Pt 6243,Pt 4966,Patient visit,2.1,
09/02/2026,12:11 PM,Sarah Torres,Pt 4966,Home,Drive home,17.7,
09/03/2026,7:31 AM,DEBORAH OKAFOR,Home,Office,Team meeting,12.4,
09/03/2026,9:00 AM,Deborah Okafor,Office,Pt 5769,Patient visit,8.3,
09/03/2026,10:04 AM,Deborah Okafor,Pt 5769,Pt 4966,Patient visit,10.5,
09/03/2026,11:18 AM,Deborah Okafor,Pt 4966,Pt 6194,Patient visit,15.1,
09/03/2026,12:23 PM,DEBORAH OKAFOR,Pt 6194,Home,Drive home,6.6,
09/03/2026,8:12 AM,Gary Phillips,Home,Pt 2131,Patient visit,7.5,
09/03/2026,9:16 AM,Gary Phillips,Pt 2131,Pt 8290,Patient visit,14.5,
09/03/2026,10:20 AM,Gary Phillips,Pt 8290,Pt 6180,Patient visit,5.6,
09/03/2026,11:09 AM,Gary Phillips,Pt 6180,Home,Drive home,18.6,
09/03/2026,7:23 AM,Joshua Morris,Home,Pt 2786,Patient visit,19.5,
09/03/2026,8:42 AM,Joshua Morris,Pt 2786,Pt 5712,Patient visit,4.3,
09/03/2026,9:54 AM,JOSHUA MORRIS,Pt 5712,Pt 1633,Patient visit,4.3,
09/03/2026,10:53 AM,Joshua Morris,Pt 1633,Pt 4909,Patient visit,14.4,
09/03/2026,12:12 PM,Joshua Morris,Pt 4909,Home,Drive home,9.2,
09/03/2026,7:20 AM,Kimberly Rogers,Home,Office,Team meeting,13.5,
09/03/2026,8:30 AM,Kimberly Rogers,Office,CVS Pharmacy - Main St,Supply pickup,9.3,Yes
09/03/2026,9:58 AM,Kimberly Rogers,Office,Pt 2501,Patient visit,12.7,
09/03/2026,11:10 AM,Kimberly Rogers,Pt 2501,Pt 9896,Patient visit,11.1,
09/03/2026,12:12 PM,Kimberly Rogers,Pt 9896,Pt 4966,Patient visit,2.5,
09/03/2026,1:21 PM,Kimberly Rogers,Pt 4966,Pt 5260,Patient visit,7.7,
09/03/2026,2:23 PM,Kimberly Rogers,Pt 5260,Home,Drive home,4.1,
09/03/2026,8:03 AM,Margaret Cook,Home,Pt 4059,Patient visit,8.7,
09/03/2026,9:08 AM,Margaret Cook,Pt 4059,Pt 2131,Patient visit,13.9,
09/03/2026,10:32 AM,Margaret Cook,Pt 2131,Pt 1540,Patient visit,2.1,
09/03/2026,11:29 AM,Margaret Cook,Pt 1540,Pt 4966,Patient visit,15.1,
09/03/2026,12:44 PM,Margaret Cook,Pt 4966,Pt 9016,Patient visit,11.9,
09/03/2026,1:53 PM,MARGARET COOK,Pt 9016,Home,Drive home,21.2,
09/03/2026,7:50 AM,Rebecca Garcia,Home,Pt 6328,Patient visit,20.4,
09/03/2026,9:22 AM,Rebecca Garcia,Pt 6328,Pt 8113,Patient visit,6.7,
09/03/2026,10:21 AM,Rebecca Garcia,Pt 8113,Pt 2501,Patient visit,10.8,
09/03/2026,11:43 AM,Rebecca Garcia,Pt 2501,Pt 1540,Patient visit,14.5,
09/03/2026,12:51 PM,REBECCA GARCIA,Pt 1540,Pt 2020,Patient visit,2.2,
09/03/2026,1:58 PM,Rebecca Garcia,Pt 2020,Home,Drive home,9.3,
09/03/2026,8:18 AM,Sarah Foster,Home,Pt 8815,Patient visit,4.9,
09/03/2026,9:06 AM,Sarah Foster,Pt 8815,Pt 2020,Patient visit,7.6,
09/03/2026,10:11 AM,Sarah Foster,Pt 2020,Pt 4996,Patient visit,5.1,
09/03/2026,11:10 AM,Sarah Foster,Pt 4996,Pt 9016,Patient visit,11.8,
09/03/2026,12:15 PM,SARAH FOSTER,Pt 9016,Home,Drive home,20.6,
09/03/2026,8:06 AM,SARAH TORRES,Home,Pt 9541,Patient visit,17.1,
09/03/2026,9:36 AM,Sarah Torres,Pt 9541,Pt 6451,Patient visit,13.4,
09/03/2026,11:00 AM,Sarah Torres,Pt 6451,Medline supply depot,Supply pickup,5.7,Yes
09/03/2026,12:10 PM,SARAH TORRES,Pt 6451,Pt 3450,Patient visit,13.7,
09/03/2026,1:36 PM,Sarah Torres,Pt 3450,Pt 6243,Patient visit,8.4,
09/03/2026,2:48 PM,SARAH TORRES,Pt 6243,Home,Drive home,15.1,
09/04/2026,8:20 AM,Deborah Okafor,Home,Office,Team meeting,12.4,
09/04/2026,9:24 AM,Deborah Okafor,Office,Pt 4996,Patient visit,10.5,
09/04/2026,10:51 AM,Deborah Okafor,Pt 4996,Pt 3450,Patient visit,9.5,
09/04/2026,11:59 AM,Deborah Okafor,Pt 3450,Home,Drive home,16.9,
09/04/2026,8:02 AM,Gary Phillips,Home,Pt 2494,Patient visit,6.4,
09/04/2026,9:01 AM,Gary Phillips,Pt 2494,Pt 2131,Patient visit,14.6,
09/04/2026,10:08 AM,Gary Phillips,Pt 2131,Home,Drive home,5.1,
09/04/2026,7:51 AM,Joshua Morris,Home,Pt 4059,Patient visit,17.8,
09/04/2026,9:01 AM,Joshua Morris,Pt 4059,Pt 7306,Patient visit,15.0,
09/04/2026,10:20 AM,Joshua Morris,Pt 7306,Pt 4909,Patient visit,5.8,
09/04/2026,11:15 AM,Joshua Morris,Pt 4909,Home,Drive home,15.7,
09/04/2026,8:04 AM,Kimberly Rogers,Home,Pt 9322,Patient visit,12.7,
09/04/2026,9:27 AM,KIMBERLY ROGERS,Pt 9322,Walgreens #3310,Supply pickup,2.8,Yes
09/04/2026,10:43 AM,Kimberly Rogers,Pt 9322,Pt 4350,Patient visit,13.9,
09/04/2026,12:14 PM,Kimberly Rogers,Pt 4350,Pt 5260,Patient visit,1.8,
09/04/2026,1:01 PM,KIMBERLY ROGERS,Pt 5260,Pt 2501,Patient visit,12.9,
09/04/2026,2:34 PM,Kimberly Rogers,Pt 2501,Pt 2786,Patient visit,7.1,
09/04/2026,3:28 PM,Kimberly Rogers,Pt 2786,Office,Charting / drop paperwork,7.3,
09/04/2026,4:33 PM,Kimberly Rogers,Office,Home,Drive home,13.5,
09/04/2026,7:41 AM,Margaret Cook,Home,Pt 9322,Patient visit,10.7,
09/04/2026,9:02 AM,Margaret Cook,Pt 9322,Pt 2131,Patient visit,8.3,
09/04/2026,9:54 AM,Margaret Cook,Pt 2131,Home,Drive home,21.1,
09/04/2026,7:31 AM,Rebecca Garcia,Home,Office,Team meeting,18.2,
09/04/2026,9:01 AM,Rebecca Garcia,Office,Pt 9965,Patient visit,3.3,
09/04/2026,9:43 AM,Rebecca Garcia,Pt 9965,Pt 4350,Patient visit,12.7,
09/04/2026,11:14 AM,Rebecca Garcia,Pt 4350,Pt 7410,Patient visit,11.9,
09/04/2026,12:12 PM,Rebecca Garcia,Pt 7410,Pt 2318,Patient visit,8.7,
09/04/2026,1:20 PM,Rebecca Garcia,Pt 2318,Pt 2501,Patient visit,8.2,
09/04/2026,2:23 PM,Rebecca Garcia,Pt 2501,Home,Drive home,11.1,
09/04/2026,8:09 AM,Sarah Foster,Home,Office,Team meeting,5.7,
09/04/2026,9:25 AM,Sarah Foster,Office,Pt 8815,Patient visit,11.4,
09/04/2026,10:51 AM,Sarah Foster,Pt 8815,Pt 1633,Patient visit,11.7,
09/04/2026,12:15 PM,Sarah Foster,Pt 1633,Pt 8807,Patient visit,5.7,
09/04/2026,1:22 PM,Sarah Foster,Pt 8807,Pt 2020,Patient visit,14.4,
09/04/2026,2:59 PM,SARAH FOSTER,Pt 2020,Pt 9016,Patient visit,5.3,
09/04/2026,3:58 PM,SARAH FOSTER,Pt 9016,Home,Drive home,4.2,
09/04/2026,7:42 AM,Sarah Torres,Home,Pt 2471,Patient visit,18.8,
09/04/2026,9:16 AM,Sarah Torres,Pt 2471,Pt 4996,Patient visit,9.9,
09/04/2026,10:28 AM,Sarah Torres,Pt 4996,Pt 4909,Patient visit,3.7,
09/04/2026,11:26 AM,Sarah Torres,Pt 4909,Pt 9541,Patient visit,10.7,
09/04/2026,12:53 PM,Sarah Torres,Pt 9541,Pt 8253,Patient visit,2.3,
09/04/2026,1:32 PM,Sarah Torres,Pt 8253,Office,Charting / drop paperwork,12.8,
09/04/2026,3:00 PM,Sarah Torres,Office,Home,Drive home,10.5,
